03-22 15:24:54.278 10778             Hessdroid  D  DATA Sent:618 Recv:1148 RTT:756 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getDailyActivityStats_TAuthToken_List_int_int_TDuration()
03-22 15:24:54.959 10778             Hessdroid  D  DATA Sent:1482 Recv:101 RTT:678 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityStatsInWindow_TAuthToken_long_List_date_date_TTimeWindow()
03-22 15:24:55.570 10778             Hessdroid  D  DATA Sent:1482 Recv:101 RTT:608 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityStatsInWindow_TAuthToken_long_List_date_date_TTimeWindow()
03-22 15:24:56.120 10721             Hessdroid  D  DATA Sent:573 Recv:1836 RTT:651 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getHistoryByTypesForAsset_TAuthToken_long_date_date_List_int()
03-22 15:25:00.825 10786             Hessdroid  D  DATA Sent:620 Recv:878 RTT:2094 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getDailyActivityStats_TAuthToken_List_int_int_TDuration()
03-22 15:25:01.176 10708             Hessdroid  D  DATA Sent:573 Recv:2374 RTT:2432 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getHistoryByTypesForAsset_TAuthToken_long_date_date_List_int()
03-22 15:25:01.336 10786             Hessdroid  D  DATA Sent:1492 Recv:101 RTT:501 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityDurationStatsInWindow_TAuthToken_long_List_date_date_TTimeWindow()
03-22 15:25:01.656 10786             Hessdroid  D  DATA Sent:1492 Recv:101 RTT:319 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityDurationStatsInWindow_TAuthToken_long_List_date_date_TTimeWindow()
03-22 15:25:01.847 10779             Hessdroid  D  DATA Sent:620 Recv:881 RTT:589 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getDailyActivityStats_TAuthToken_List_int_int_TDuration()
03-22 15:25:02.147 10778             Hessdroid  D  DATA Sent:573 Recv:2057 RTT:880 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getHistoryByTypesForAsset_TAuthToken_long_date_date_List_int()
03-22 15:25:02.267 10786             Hessdroid  D  DATA Sent:618 Recv:995 RTT:608 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getDailyActivityStats_TAuthToken_List_int_int_TDuration()
03-22 15:25:02.687 10779             Hessdroid  D  DATA Sent:1492 Recv:102 RTT:837 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityDurationStatsInWindow_TAuthToken_long_List_date_date_TTimeWindow()
03-22 15:25:02.768 10786             Hessdroid  D  DATA Sent:1482 Recv:101 RTT:500 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityStatsInWindow_TAuthToken_long_List_date_date_TTimeWindow()
03-22 15:25:03.128 10779             Hessdroid  D  DATA Sent:1492 Recv:101 RTT:431 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityDurationStatsInWindow_TAuthToken_long_List_date_date_TTimeWindow()
03-22 15:25:03.228 10786             Hessdroid  D  DATA Sent:1482 Recv:101 RTT:455 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityStatsInWindow_TAuthToken_long_List_date_date_TTimeWindow()
03-22 15:25:03.668 10779             Hessdroid  D  DATA Sent:618 Recv:881 RTT:542 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getDailyActivityStats_TAuthToken_List_int_int_TDuration()
03-22 15:25:05.490 10779             Hessdroid  D  DATA Sent:1482 Recv:101 RTT:1819 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityStatsInWindow_TAuthToken_long_List_date_date_TTimeWindow()
03-22 15:25:07.322 10779             Hessdroid  D  DATA Sent:1482 Recv:101 RTT:1830 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityStatsInWindow_TAuthToken_long_List_date_date_TTimeWindow()
03-22 15:25:20.456 10708             Hessdroid  D  DATA Sent:1479 Recv:101 RTT:900 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityDurationStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:25:20.767 10708             Hessdroid  D  DATA Sent:1469 Recv:102 RTT:316 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:25:21.047 10708             Hessdroid  D  DATA Sent:1479 Recv:101 RTT:273 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityDurationStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:25:21.357 10708             Hessdroid  D  DATA Sent:1469 Recv:102 RTT:308 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:25:21.748 10708             Hessdroid  D  DATA Sent:1479 Recv:101 RTT:381 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityDurationStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:25:22.188 10708             Hessdroid  D  DATA Sent:1469 Recv:102 RTT:443 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:25:25.772 16333             Hessdroid  D  DATA Sent:226 Recv:17906 RTT:2496 Rcode:200 meth:com.wavemarket.finder.core.v2.api.AccountService.getAssets_TAuthToken()
03-22 15:25:26.943 16333             Hessdroid  D  DATA Sent:254 Recv:195 RTT:1134 Rcode:200 meth:com.wavemarket.finder.core.v2.api.LockingService.getNextLockStatusChange_TAuthToken_long()
03-22 15:25:27.104 10778             Hessdroid  D  DATA Sent:1479 Recv:101 RTT:2744 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityDurationStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:25:27.254 16333             Hessdroid  D  DATA Sent:264 Recv:826 RTT:301 Rcode:200 meth:com.wavemarket.finder.core.v2.api.ActivityWindowService.getActivityWindowsForAsset_TAuthToken_long()
03-22 15:25:27.454 16333             Hessdroid  D  DATA Sent:252 Recv:22 RTT:203 Rcode:200 meth:com.wavemarket.finder.core.v2.api.LockingService.isLockOverrideAllowed_TAuthToken_long()
03-22 15:25:27.634 10778             Hessdroid  D  DATA Sent:1469 Recv:102 RTT:531 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:25:28.265 10778             Hessdroid  D  DATA Sent:1479 Recv:101 RTT:632 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityDurationStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:25:29.466 10778             Hessdroid  D  DATA Sent:1469 Recv:102 RTT:1193 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:25:31.758 10778             Hessdroid  D  DATA Sent:1479 Recv:101 RTT:2274 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityDurationStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:25:32.599 16333             Hessdroid  D  DATA Sent:226 Recv:17906 RTT:4967 Rcode:200 meth:com.wavemarket.finder.core.v2.api.AccountService.getAssets_TAuthToken()
03-22 15:25:33.190 16333             Hessdroid  D  DATA Sent:254 Recv:195 RTT:443 Rcode:200 meth:com.wavemarket.finder.core.v2.api.LockingService.getNextLockStatusChange_TAuthToken_long()
03-22 15:25:33.420 10778             Hessdroid  D  DATA Sent:1469 Recv:102 RTT:1657 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:25:33.600 16333             Hessdroid  D  DATA Sent:264 Recv:826 RTT:420 Rcode:200 meth:com.wavemarket.finder.core.v2.api.ActivityWindowService.getActivityWindowsForAsset_TAuthToken_long()
03-22 15:25:33.791 16333             Hessdroid  D  DATA Sent:252 Recv:22 RTT:190 Rcode:200 meth:com.wavemarket.finder.core.v2.api.LockingService.isLockOverrideAllowed_TAuthToken_long()
03-22 15:25:34.702 16345             Hessdroid  D  DATA Sent:247 Recv:25902 RTT:7204 Rcode:200 meth:com.wavemarket.finder.core.v2.api.PhoneAppService.getApplications_TAuthToken_long()
03-22 15:25:36.734 16344             Hessdroid  D  DATA Sent:243 Recv:21229 RTT:9252 Rcode:200 meth:com.wavemarket.finder.core.v2.api.ContactsService.getContacts_TAuthToken_long()
03-22 15:25:38.706 10786             Hessdroid  D  DATA Sent:1479 Recv:102 RTT:2904 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityDurationStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:25:39.206 10786             Hessdroid  D  DATA Sent:1469 Recv:102 RTT:497 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:25:39.447 10786             Hessdroid  D  DATA Sent:1479 Recv:101 RTT:232 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityDurationStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:25:39.777 10786             Hessdroid  D  DATA Sent:1469 Recv:102 RTT:330 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:25:40.007 10786             Hessdroid  D  DATA Sent:1479 Recv:102 RTT:229 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityDurationStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:25:40.508 10786             Hessdroid  D  DATA Sent:1469 Recv:102 RTT:503 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:25:43.741 10779             Hessdroid  D  DATA Sent:1479 Recv:101 RTT:1191 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityDurationStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:25:44.672 10779             Hessdroid  D  DATA Sent:1469 Recv:102 RTT:925 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
